Date,Time,Product Category,Channel,Ad Spend,Conversions,Revenue,Customer Segment
2024-12-19,Morning,Meeting,Social Media,84.29,0,135.91,Returning
2025-04-25,Afternoon,Office,Email,13.23,8,382.85,Loyal
2025-02-04,Evening,Film,Email,100.55,6,77.7,New
2024-12-13,Afternoon,Under,Influencer,38.81,3,411.25,Loyal
2024-11-10,Afternoon,Both,In-store,141.96,9,355.92,Returning
2025-04-17,Evening,Field,Influencer,83.15,5,65.57,New
2025-04-08,Afternoon,These,Social Media,26.49,0,134.39,New
2025-04-24,Night,Court,In-store,96.05,0,377.39,Loyal
2025-02-25,Evening,Range,Email,103.26,6,410.94,Loyal
2025-02-03,Night,Outside,Email,108.6,6,124.06,Returning
2025-03-13,Night,State,Influencer,74.94,10,330.72,Returning
2024-12-18,Morning,Accept,Email,113.8,3,266.15,Returning
2024-11-17,Afternoon,Others,In-store,124.83,0,480.05,Returning
2025-03-20,Morning,Of,Influencer,116.96,9,409.62,Loyal
2025-04-09,Morning,For,Email,117.96,1,234.81,Loyal
2025-03-15,Evening,Safe,Social Media,14.55,2,207.33,Loyal
2025-03-10,Afternoon,Bank,Influencer,48.53,0,165.09,New
2025-02-24,Afternoon,Sometimes,Social Media,30.13,3,325.69,New
2024-11-06,Afternoon,Surface,Influencer,62.58,0,464.41,New
2025-02-27,Morning,Shake,Email,115.81,0,357.82,New
2025-03-19,Evening,Language,Social Media,51.39,8,206.98,New
2025-03-04,Night,System,In-store,122.73,7,22.39,Returning
2025-03-11,Morning,Here,Email,32.09,8,494.43,New
2024-12-26,Night,Audience,Influencer,84.67,7,146.45,Loyal
2025-03-07,Morning,Issue,Influencer,76.56,6,81.92,Returning
2025-03-18,Afternoon,Woman,Email,137.62,2,330.26,Loyal
2025-03-04,Morning,Know,Email,60.48,7,427.76,New
2025-04-22,Night,Them,Influencer,129.84,3,234.94,Returning
2025-02-05,Morning,Help,In-store,149.04,2,100.22,Loyal
2024-12-13,Morning,Allow,Influencer,139.05,1,305.75,Loyal
2024-12-21,Night,Raise,Email,144.81,3,223.67,Loyal
2025-02-12,Afternoon,Radio,In-store,129.83,4,479.3,Loyal
2024-12-03,Evening,Shake,Social Media,36.98,4,123.88,Returning
2024-12-12,Night,Ground,Email,86.15,3,25.31,Returning
2025-03-27,Evening,List,Influencer,48.08,0,65.3,Returning
2025-04-17,Morning,Find,In-store,111.2,2,182.72,New
2025-02-10,Night,Address,Influencer,24.86,0,205.88,Returning
2025-03-29,Evening,Only,Email,83.92,0,112.78,New
2024-12-20,Evening,Investment,Influencer,126.09,2,40.92,New
2024-11-29,Morning,Simply,Influencer,61.46,5,260.47,Returning
2024-11-19,Afternoon,Article,Influencer,6.76,6,269.29,New
2025-03-25,Afternoon,Better,Social Media,93.1,8,349.93,Loyal
2025-02-20,Afternoon,Sometimes,Influencer,109.71,8,468.66,New
2024-12-06,Evening,Understand,In-store,132.31,5,149.5,Returning
2024-11-16,Evening,Floor,Social Media,8.72,10,250.98,New
2025-02-02,Afternoon,Institution,Influencer,27.28,4,287.09,New
2025-04-18,Morning,Physical,Social Media,108.01,2,34.33,Returning
2024-11-16,Afternoon,About,Email,44.91,10,271.63,New
2025-01-01,Night,Sign,Social Media,126.5,2,48.54,Returning
2024-12-05,Night,Own,Social Media,74.06,5,98.2,Loyal
2024-11-27,Morning,Imagine,Email,122.56,5,271.38,New
2025-04-23,Evening,Event,Influencer,79.84,7,355.35,Loyal
2025-01-19,Evening,Appear,Email,141.94,2,400.96,Loyal
2025-01-13,Morning,Indicate,In-store,77,2,363.77,New
2025-03-12,Afternoon,Half,Email,103.42,8,360.69,Loyal
2025-02-12,Morning,Head,In-store,30.53,3,213.92,Returning
2024-12-08,Night,Use,Email,116.46,10,22.07,Returning
2024-12-05,Afternoon,Especially,Social Media,75.22,1,294.93,New
2024-11-14,Evening,Dream,Email,66.36,6,482.79,Loyal
2025-02-21,Evening,Even,Influencer,24.47,8,205.37,Returning
2025-02-28,Morning,Gun,In-store,139.6,8,107.49,New
2025-02-07,Afternoon,Project,Social Media,85.73,9,423.19,Returning
2024-11-30,Afternoon,Effect,Social Media,61.31,6,255.86,Returning
2025-03-22,Evening,New,Email,124.99,4,360.7,Returning
2025-04-04,Evening,Force,Influencer,102.28,2,105.98,Loyal
2025-01-23,Afternoon,Cause,In-store,131.95,10,446.57,Returning
2025-03-16,Morning,Issue,Social Media,107.23,10,202.58,Returning
2025-01-14,Night,Task,Email,125.39,0,43.67,Loyal
2024-11-13,Night,Treatment,Influencer,46.94,4,494.75,Loyal
2025-02-20,Afternoon,Cut,Email,99,4,337.62,Returning
2025-03-19,Afternoon,Every,Influencer,138.93,9,362.62,New
2025-04-05,Morning,Avoid,Email,127.23,4,120.23,Loyal
2025-03-28,Afternoon,Travel,Social Media,73.83,2,465.31,New
2025-01-20,Night,Trip,Influencer,80.4,2,246.31,New
2024-11-15,Afternoon,Protect,Social Media,132.15,0,114.32,Returning
2025-01-01,Morning,Money,Email,125.54,10,64.98,Returning
2025-02-09,Evening,Should,In-store,71.83,2,134.19,Loyal
2025-03-22,Night,History,Social Media,112.19,2,233.12,New
2025-03-27,Morning,During,Social Media,29.34,1,292.22,New
2024-12-08,Morning,Product,Influencer,15.68,3,63.91,New
2025-04-22,Morning,War,Social Media,9.67,8,432.1,Returning
2025-03-09,Evening,Dream,Social Media,139.37,6,298.8,Returning
2025-04-07,Morning,Experience,Influencer,71.97,3,32.19,Loyal
2025-02-19,Afternoon,Radio,Email,103.67,10,128.06,New
2024-11-27,Night,Certainly,Email,81.72,6,35.72,New
2025-04-27,Evening,Instead,Influencer,26.16,1,405.38,Loyal
2025-02-27,Morning,Surface,Email,144.2,1,280.69,New
2025-04-25,Afternoon,Happen,Social Media,108.82,0,95.37,Returning
2024-12-18,Morning,Why,In-store,119.71,6,209.72,New
2025-02-28,Night,Current,Influencer,149.1,2,64.95,New
2024-12-21,Afternoon,Suddenly,Social Media,31.54,0,327.87,Loyal
2025-02-14,Evening,Short,Influencer,60.32,10,227.54,New
2025-03-04,Evening,Someone,Influencer,8.8,7,105.67,New
2025-01-10,Morning,Join,Influencer,106.35,2,336.64,Loyal
2025-03-06,Afternoon,Old,Social Media,61.21,8,265.74,Returning
2025-02-13,Morning,Source,Email,122.85,6,227.67,Returning
2025-02-21,Afternoon,South,In-store,10.4,7,67.87,New
2025-03-27,Morning,Deal,In-store,60.16,3,158.71,Returning
2024-11-26,Night,Catch,Social Media,127.13,5,266.49,New
2024-11-28,Afternoon,Effort,Influencer,65.19,8,27.81,New
2024-12-07,Afternoon,Thing,Email,21.87,2,281.28,Loyal
2025-03-31,Morning,Address,Email,106.42,0,409.23,Loyal
2024-12-08,Evening,Whether,Influencer,82.34,3,445.64,Loyal
2025-02-12,Afternoon,Computer,Social Media,127.27,10,128.37,New
2025-02-05,Evening,Actually,Email,35.96,8,181.73,New
2025-03-20,Morning,Determine,In-store,30.01,7,290.76,Returning
2025-02-24,Evening,Here,Social Media,112.03,9,72.23,New
2025-02-03,Evening,Land,Email,58.42,7,389.44,Loyal
2025-04-05,Evening,Measure,Social Media,134.03,2,387.28,Returning
2025-04-02,Morning,Challenge,In-store,123.78,1,320.67,Returning
2024-12-09,Evening,Yard,Email,143.04,7,117.21,Returning
2025-01-28,Afternoon,Performance,Social Media,137.21,5,473.09,New
2024-10-30,Evening,Reduce,Email,77.48,3,395.09,Returning
2025-04-16,Afternoon,Product,Email,84.56,5,100.04,New
2025-03-18,Evening,Garden,Social Media,104.45,10,89.5,Loyal
2024-12-03,Morning,Home,Social Media,146.58,7,262.89,Returning
2024-12-23,Afternoon,Building,Influencer,69.61,2,216.72,Returning
2024-12-30,Night,Myself,In-store,117.34,10,202.02,Loyal
2024-12-08,Night,Bed,In-store,40.24,3,95.35,Returning
2025-03-27,Morning,Gas,In-store,130.15,9,347.26,Returning
2025-03-18,Morning,Not,Email,132.29,0,431.51,Loyal
2025-01-07,Afternoon,Ask,Social Media,118.26,6,270.61,New
2025-01-01,Morning,Them,Email,84.5,0,355.74,Returning
2024-12-18,Evening,Go,Social Media,32.67,2,173.69,New
2024-11-11,Morning,Serve,In-store,91.58,4,146.6,Returning
2025-04-24,Night,Shoulder,Email,148.39,6,35.62,Returning
2025-02-09,Evening,Pull,Influencer,139.19,5,90.53,Loyal
2024-10-31,Afternoon,Couple,Social Media,95.75,1,218.63,Loyal
2025-02-26,Evening,Indicate,Email,89.54,9,214.28,Returning
2024-12-01,Afternoon,Matter,Email,20.59,1,387.77,Loyal
2025-03-05,Afternoon,Begin,Influencer,98.8,4,70.61,New
2025-04-18,Afternoon,Five,Social Media,56.18,5,65.46,Loyal
2024-11-06,Afternoon,Bad,Email,93.95,0,272.34,New
2025-01-28,Evening,Trouble,Email,33.62,6,346.13,Loyal
2025-01-08,Morning,Almost,Social Media,20.77,5,403.83,New
2025-01-27,Morning,Question,Influencer,65.18,8,148.01,Returning
2024-12-23,Morning,Six,Influencer,26.16,1,354.14,New
2025-02-27,Afternoon,Pm,Email,132.36,1,138.21,Returning
2025-04-11,Morning,Enjoy,In-store,107.94,2,115.7,Loyal
2025-03-10,Afternoon,Forget,Social Media,95.13,2,451.51,Returning
2025-04-29,Morning,Glass,In-store,116.75,7,105.83,New
2025-01-08,Night,Hard,In-store,146.6,3,350.01,Returning
2024-12-26,Afternoon,Challenge,Email,69.48,6,410.09,Returning
2025-02-19,Afternoon,Doctor,In-store,121.61,6,398.26,New
2025-03-22,Morning,Single,Influencer,83.03,7,301.1,Returning
2024-12-27,Morning,House,In-store,81.15,9,96.64,Loyal
2025-03-05,Morning,Early,Email,108.88,2,108.02,Loyal
2025-02-22,Afternoon,Ability,Email,60.47,1,421.44,Returning
2025-02-28,Afternoon,Operation,Influencer,115.94,8,195.43,Returning
2025-03-05,Evening,Watch,Influencer,10.83,8,82.47,Returning
2025-04-11,Evening,Woman,Email,70.83,9,80.97,Loyal
2025-03-21,Morning,Black,Email,32.06,5,216.2,New
2024-12-11,Afternoon,Somebody,Social Media,34.63,1,383.46,New
2025-03-22,Morning,Other,Social Media,80.48,7,497.46,New
2024-11-27,Afternoon,Someone,In-store,91.14,10,175.93,Returning
2025-03-31,Night,Western,Social Media,59.29,5,426.03,New
2025-04-04,Afternoon,Body,In-store,39.22,6,384.76,Returning
2025-04-30,Night,Your,Influencer,72.96,3,348.4,New
2024-11-08,Evening,Fear,Email,118.88,2,313.89,Loyal
2024-12-07,Morning,Hundred,In-store,80.93,4,108.52,Loyal
2025-03-26,Afternoon,Nothing,In-store,116.18,4,220.66,Loyal
2024-12-08,Night,Care,Influencer,121.2,1,33.36,New
2024-12-31,Afternoon,Executive,Social Media,60.41,2,493.03,Loyal
2024-11-17,Morning,Smile,Social Media,30.39,3,127.13,Loyal
2025-04-29,Afternoon,New,Social Media,115.35,8,97.13,New
2025-03-02,Afternoon,Protect,Influencer,61.62,5,101.22,Loyal
2024-12-12,Evening,Away,In-store,56.48,9,189.48,New
2025-01-29,Evening,Fall,Email,110.64,5,378.79,Loyal
2024-11-28,Evening,Campaign,Email,63.52,2,248.48,New
2024-12-26,Evening,Enough,Influencer,48.98,8,138.19,Returning
2025-01-25,Night,Then,In-store,9.58,2,375.41,Returning
2025-03-08,Afternoon,Control,Influencer,65.77,5,290.95,Returning
2025-03-16,Evening,Them,Email,34.85,8,265.5,Returning
2025-03-08,Night,They,Influencer,108.98,10,246.78,Returning
2025-01-10,Afternoon,Smile,Email,98.94,7,29.69,Returning
2025-01-06,Night,Organization,Social Media,5.32,2,298.2,Returning
2025-03-09,Evening,Keep,In-store,102.31,6,352.72,New
2024-11-02,Night,Member,Influencer,13.5,7,279.74,Returning
2024-11-15,Night,Dog,Influencer,87.62,9,136.26,Returning
2025-04-12,Night,Address,In-store,121.74,5,169.64,New
2024-12-30,Afternoon,Condition,Email,98.43,8,441.2,New
2024-12-13,Night,Majority,Email,102.11,10,151.35,Loyal
2025-01-29,Morning,Prove,Influencer,127.71,8,371.36,New
2025-03-15,Morning,Suffer,Influencer,26.14,10,51.31,Returning
2024-12-25,Evening,Become,Email,115.21,3,328.74,Loyal
2025-04-14,Night,System,Social Media,72.95,1,141.27,New
2024-12-06,Afternoon,Especially,Social Media,78.64,8,131.14,Returning
2024-12-16,Evening,Star,Influencer,57.46,1,144.59,Returning
2025-03-10,Night,Over,Social Media,133.49,1,28.17,Returning
2024-11-09,Evening,Day,Email,98.96,10,269.42,Returning
2025-04-25,Evening,Method,Influencer,81.61,2,470.78,Loyal
2025-04-30,Afternoon,Paper,Email,45.21,3,78.13,New
2024-11-30,Night,Republican,Influencer,11.11,0,228.7,Returning
2025-02-25,Morning,Into,Social Media,123.79,4,259.29,Returning
2024-11-04,Evening,Pressure,Influencer,99.5,7,331.84,Returning
2025-02-09,Evening,Mr,Email,86.94,3,92.72,Returning
2024-10-31,Morning,Financial,Email,78.28,0,497.11,Returning
2024-12-16,Night,Economic,Email,79.5,9,94.14,Returning
2025-02-22,Afternoon,Actually,In-store,121.84,10,227.52,New
2024-11-12,Night,House,In-store,115.41,8,109.25,Returning
2024-11-24,Morning,Benefit,In-store,67.28,7,328.59,Returning
2025-01-12,Morning,Smile,Social Media,119.11,5,360.32,New
2025-04-29,Afternoon,Physical,Email,100.36,2,318,Loyal
2024-12-15,Afternoon,Sign,Email,23.2,3,146.85,New
2024-12-27,Night,Contain,In-store,71.96,9,130.86,Returning
2025-02-13,Morning,Represent,In-store,10.73,4,358.85,Returning
2025-01-10,Night,Top,In-store,20.41,7,301,Returning
2025-04-26,Night,Capital,In-store,96.44,2,240.05,Loyal
2025-01-12,Night,Example,Email,126.99,8,347.09,New
2024-12-22,Afternoon,Whole,In-store,68.77,8,353.52,New
2025-04-08,Evening,Able,Influencer,18.54,3,43.71,Returning
2025-04-18,Night,Record,Influencer,72.8,1,63.6,New
2025-04-03,Evening,Million,In-store,117.54,6,290.9,New
2025-02-15,Night,Avoid,Influencer,77.21,10,498.87,Returning
2025-03-22,Night,Language,In-store,105.33,8,42.05,Returning
2024-12-23,Morning,Argue,Influencer,41.58,1,441.47,New
2025-02-13,Night,Crime,Social Media,58.68,4,399.82,Loyal
2025-02-06,Night,Back,Email,98.85,9,385.1,Loyal
2024-11-23,Afternoon,Clear,Email,107.44,2,260,Loyal
2025-01-19,Afternoon,Project,Influencer,74.65,1,289.33,Loyal
2024-11-19,Night,Option,Influencer,53.11,1,276.44,Returning
2025-02-19,Evening,She,In-store,121.42,2,334.89,Loyal
2025-02-11,Morning,Agency,In-store,63.12,7,382.94,Loyal
2025-01-13,Morning,Catch,Email,62.94,4,387.56,Returning
2025-02-27,Morning,Minute,Influencer,106.5,5,311.28,New
2024-10-31,Morning,Industry,In-store,109.78,3,471.26,Loyal
2025-01-18,Morning,Appear,Email,27.12,2,53.59,New
2024-11-19,Evening,Million,Influencer,73.43,5,210.49,Returning
2025-02-18,Morning,Kind,Social Media,25.79,7,214.94,New
2024-12-19,Night,Argue,Social Media,124.32,6,321.98,New
2024-12-19,Morning,Mr,Social Media,66.98,0,374.15,New
2025-04-21,Evening,Four,Social Media,138.75,0,222.57,New
2024-12-03,Morning,Finish,In-store,149.68,8,406.04,Loyal
2025-02-05,Morning,Much,Email,146.11,7,57.68,New
2024-12-02,Morning,Conference,Influencer,58.63,1,352.06,Loyal
2024-12-02,Afternoon,Tonight,Email,59.92,7,217.34,New
2025-01-05,Night,Relationship,Email,39.87,0,194.43,Returning
2025-03-16,Afternoon,Begin,Social Media,7.03,1,386.33,Returning
2025-01-01,Evening,Not,Influencer,55.43,7,213.05,Loyal
2025-02-16,Night,Note,Influencer,139.54,3,426.86,Returning
2024-11-20,Evening,Tv,In-store,119.79,5,162.06,New
2025-01-14,Morning,Building,Influencer,120.15,6,350.74,Loyal
2025-01-06,Morning,Dream,Influencer,35.16,1,172.37,Loyal
2025-01-01,Night,Hit,In-store,122.18,4,261.5,Returning
2025-04-10,Night,Easy,In-store,113.59,8,78.23,Returning
2025-03-02,Afternoon,Leave,Influencer,121.14,9,207.97,New
2025-01-28,Morning,Management,Social Media,115.09,3,36.78,New
2025-04-18,Afternoon,Might,Email,81.33,1,418.67,New
2024-12-24,Evening,However,Email,105.24,1,425.76,New
2025-02-17,Morning,Check,Social Media,53.88,4,335.92,New
2024-11-23,Night,Improve,In-store,132.45,4,412.26,Loyal
2025-01-13,Night,Anyone,Social Media,46.85,5,492.23,Loyal
2024-12-03,Morning,Off,Social Media,108.34,0,68.68,New
2025-01-21,Night,Turn,Email,13.25,0,351.95,Returning
2025-01-05,Night,Cover,Social Media,28.44,7,147.61,New
2024-12-05,Night,Hot,In-store,92.28,0,391.65,Loyal
2025-01-03,Night,Little,In-store,91.11,4,97.47,Loyal
2025-04-26,Night,Wear,Influencer,49.85,9,100.36,Returning
2025-02-08,Morning,Policy,Influencer,81.73,9,422.27,New
2025-01-10,Afternoon,Show,In-store,72.72,0,416.15,Loyal
2025-03-25,Night,Mrs,Influencer,138.7,5,207.42,Loyal
2024-11-20,Afternoon,Return,Influencer,47.02,4,464.16,Loyal
2025-02-17,Night,Beyond,Email,72.43,8,279.85,New
2024-12-24,Afternoon,Point,Email,113.16,10,486.4,Returning
2024-12-07,Morning,So,Influencer,110.28,6,497.18,New
2025-01-26,Night,Around,Social Media,39.8,6,416.74,Returning
2025-03-10,Night,Many,Social Media,92.38,1,85.51,New
2025-02-22,Morning,Go,Social Media,23.23,5,482.39,Returning
2025-02-15,Evening,Myself,Social Media,141.74,3,348.75,Loyal
2024-12-13,Afternoon,Morning,In-store,26.69,10,216.21,Loyal
2025-01-01,Night,Hit,Social Media,98.96,10,278.64,Returning
2025-04-25,Night,City,Email,133.54,4,57.41,New
2025-01-02,Afternoon,Sit,Email,125.7,6,380.56,New
2025-04-14,Afternoon,Message,Social Media,102.7,10,35.51,Loyal
2025-04-13,Morning,Important,Social Media,72.34,8,264,New
2025-01-29,Afternoon,American,In-store,56.44,3,226.89,New
2024-12-31,Evening,Tonight,Influencer,44.65,0,33.19,Returning
2025-03-31,Afternoon,Tough,In-store,91.24,1,428.76,New
2025-04-28,Afternoon,Entire,In-store,45.35,5,70.11,New
2025-03-03,Night,State,Email,62.09,5,340.14,New
2024-12-19,Evening,Enjoy,Social Media,55.28,7,47.74,Loyal
2025-03-02,Evening,Prove,Influencer,77.25,2,32.61,Loyal
2025-03-12,Evening,Main,In-store,108.25,4,176.73,New
2024-12-21,Afternoon,Both,In-store,53.81,1,369.77,Loyal
2025-04-09,Night,Possible,Social Media,99.67,4,423.67,New
2024-11-11,Morning,Surface,Social Media,27.49,2,38.84,New
2025-02-01,Morning,Believe,Email,17.58,7,199.7,Returning
2025-01-21,Night,Question,In-store,71.73,6,377.21,New
2025-03-09,Afternoon,Claim,In-store,71.2,2,265.62,New
2025-04-04,Afternoon,Find,Social Media,47.35,8,270.78,Returning
2025-02-14,Afternoon,Commercial,Social Media,145.13,4,466.01,Loyal
2024-11-28,Evening,Myself,Social Media,117.26,9,44.87,Loyal
2025-02-10,Evening,Out,Email,116.99,0,34.65,Returning
2024-11-13,Evening,Poor,Social Media,61.1,0,170.33,Returning
2024-11-19,Evening,Area,Influencer,46.82,3,190.06,Returning
2025-01-14,Evening,Than,Influencer,25.62,2,393.78,Loyal
2025-03-13,Afternoon,Night,Social Media,77.32,9,339.49,Returning
2025-04-03,Evening,Black,Email,84.54,4,34.04,New
2024-12-04,Night,Officer,Influencer,115.14,8,394.7,New
2025-02-26,Evening,Organization,Email,105.52,9,117.06,Loyal
2025-01-31,Morning,Close,In-store,141.62,2,241.97,Loyal
2025-03-22,Evening,Account,Social Media,139.96,8,451.67,Loyal
2024-11-14,Night,Challenge,Social Media,93.23,5,190.28,Returning
2025-03-06,Morning,Paper,Social Media,82.38,3,420.38,Loyal
2024-12-30,Night,Truth,Influencer,25.41,8,473.23,Loyal
2024-11-27,Night,Kid,Email,86.29,8,401.2,Loyal
2024-11-16,Night,But,Influencer,65.96,3,303,Loyal
2025-04-16,Morning,Issue,Email,47.75,2,311.46,Loyal
2025-03-25,Afternoon,Agent,Email,104.63,10,156.27,New
2025-01-18,Evening,Very,Email,22.49,6,498.5,Returning
2024-11-17,Afternoon,Party,Social Media,35.17,2,78.51,New
2024-12-08,Morning,Lawyer,Social Media,85.44,3,336.96,Returning
2024-11-21,Evening,Hospital,In-store,18.06,8,395.52,Loyal
2024-11-21,Morning,Tree,Influencer,104.87,2,443.22,New
2025-04-22,Evening,Stuff,Social Media,24.14,1,395.99,Loyal
2025-04-28,Afternoon,Off,In-store,114.98,6,365.07,Loyal
2024-12-15,Morning,Senior,Email,119.37,8,273.73,Loyal
2025-04-13,Night,Up,Email,28.4,8,202.11,Loyal
2024-11-29,Night,Own,In-store,126.03,4,148.55,Returning
2025-01-25,Night,Respond,Email,111.25,6,484.16,Returning
2025-04-01,Morning,Agree,Influencer,36.75,2,441.86,New
2024-11-19,Morning,Simply,Social Media,9.44,5,449,New
2025-01-16,Night,Show,Social Media,26.67,7,489.37,Returning
2025-04-16,Evening,Beyond,Email,76.06,7,469.81,Loyal
2024-12-22,Afternoon,Nearly,Influencer,20.15,8,347.89,Returning
2025-04-15,Afternoon,Hundred,Email,126.02,4,267.48,Loyal
2025-03-30,Night,Dog,Influencer,101.6,8,442.21,Returning
2024-11-15,Evening,Ground,In-store,17.65,0,364.2,New
2025-03-26,Night,Minute,Social Media,113.02,7,174.77,New
2025-02-17,Evening,Staff,Email,137.68,7,406.85,Returning
2025-03-15,Evening,Training,Email,58.29,1,402.63,New
2024-11-02,Evening,Democratic,Influencer,98.19,0,154.81,Loyal
2024-12-03,Afternoon,Middle,In-store,82.87,7,307.66,Returning
2025-04-19,Night,Back,In-store,125.13,1,47.74,Loyal
2024-12-23,Night,Situation,In-store,25.66,5,330.43,Loyal
2025-02-17,Evening,Run,Email,9.28,4,257.4,Loyal
2024-12-24,Afternoon,Show,Social Media,133.23,10,184.18,Loyal
2025-02-26,Afternoon,That,Influencer,70.29,0,456.4,Loyal
2024-12-12,Morning,Anyone,Email,51.17,0,424.54,New
2024-11-08,Afternoon,Blood,Email,8,3,216.22,New
2025-02-19,Night,Model,Social Media,123.77,4,298.35,New
2024-11-25,Afternoon,Perform,In-store,88,10,378.22,Returning
2025-04-06,Afternoon,Wide,Influencer,98.39,6,23.4,New
2024-10-31,Morning,Measure,Social Media,53.62,4,224.81,Returning
2025-04-21,Afternoon,Chance,Social Media,16.35,8,336.03,Returning
2025-03-04,Night,Whether,In-store,137.03,2,92.53,Loyal
2025-01-02,Morning,Law,Email,57.42,6,157.2,Loyal
2025-04-24,Afternoon,City,Influencer,7.93,7,266.41,New
2024-11-12,Morning,Knowledge,Influencer,135.89,0,262.19,New
2025-03-23,Night,Interesting,Email,96.62,7,450.82,Returning
2025-02-23,Morning,Team,Influencer,54.29,7,439.12,New
2025-03-20,Evening,Worry,Social Media,26.23,3,215.66,Loyal
2024-12-20,Morning,Eat,In-store,33.36,10,154.75,Loyal
2025-04-30,Evening,Themselves,Influencer,98.65,1,63.62,Returning
2025-02-20,Night,Which,Social Media,74.66,1,20.14,Returning
2024-12-12,Evening,Purpose,Influencer,10.12,0,450.68,New
2024-12-26,Night,Owner,In-store,59.48,10,485.17,Returning
2025-01-19,Evening,Out,Email,54.42,5,267.39,Returning
2025-01-31,Afternoon,Maintain,In-store,119.71,0,366.94,New
2025-01-16,Afternoon,Item,Influencer,65.61,8,330.82,New
2024-11-03,Morning,Do,Social Media,8.18,3,200.78,Returning
2025-02-12,Afternoon,Allow,Influencer,40.76,0,410.22,Returning
2025-01-24,Evening,Inside,Email,113,7,178.94,Loyal
2025-02-02,Evening,Wife,In-store,62.89,5,33.06,Loyal
2024-12-03,Afternoon,Mouth,Social Media,39.81,1,220.6,Returning
2024-12-01,Night,Community,Influencer,85.47,1,368.49,Returning
2024-12-12,Evening,Onto,Email,111.86,9,81.67,New
2024-11-09,Night,Employee,Influencer,119.67,9,497.13,New
2025-03-08,Evening,Usually,In-store,52.12,10,74.34,Loyal
2025-02-21,Evening,Situation,In-store,99.56,3,125.47,Returning
2025-01-19,Afternoon,Everyone,Social Media,81.12,3,161.11,Loyal
2025-01-08,Night,Success,Influencer,18.01,3,254.62,Returning
2024-10-31,Morning,Land,Influencer,35.58,4,496.46,Returning
2025-03-10,Evening,Heart,Social Media,82.81,9,212.24,Returning
2024-12-22,Afternoon,Lay,Email,100.69,1,149.94,Loyal
2025-04-11,Morning,Assume,Social Media,21.07,3,94.93,New
2025-04-27,Evening,Energy,Influencer,115.17,0,320.99,New
2025-03-23,Night,A,In-store,41.66,9,128.62,Loyal
2025-02-07,Night,Single,Email,44.1,8,408.01,Returning
2025-01-18,Night,Left,In-store,20.56,0,432.2,Loyal
2025-03-06,Night,Specific,Social Media,56.21,7,382.95,New
2025-01-26,Morning,Response,Email,147.58,0,199.13,New
2024-11-01,Morning,Shake,Email,82.76,2,397.05,Returning
2025-02-11,Afternoon,Than,Email,91.71,8,279.4,New
2024-12-07,Evening,Story,Social Media,78.71,9,342.27,Returning
2025-02-25,Afternoon,Property,Social Media,62.11,9,229.97,Returning
2025-01-06,Evening,Would,Social Media,26.81,7,255.74,Returning
2025-02-20,Night,Even,Email,144.02,1,405.01,Loyal
2025-03-19,Evening,Expert,In-store,97.54,3,65.69,Loyal
2025-03-21,Afternoon,Thing,Social Media,67.07,10,138.89,Loyal
2025-04-22,Morning,Everything,In-store,34.62,0,72.14,New
2024-11-16,Morning,Season,In-store,97.2,8,136.84,New
2025-01-05,Morning,When,Influencer,14.61,3,283.09,Returning
2025-03-15,Evening,Figure,In-store,106.94,1,224.25,New
2025-03-29,Night,Police,Social Media,106.12,6,124.78,Loyal
2024-11-28,Night,It,Social Media,30.2,6,147.12,Returning
2025-03-02,Night,Serve,Social Media,104.93,9,220.45,New
2025-03-27,Afternoon,Gun,Social Media,35.68,6,132.7,Returning
2025-02-25,Morning,Notice,Influencer,121.38,1,457.35,Returning
2025-01-27,Afternoon,Exist,Influencer,19.86,9,307,Loyal
2025-02-15,Afternoon,Action,Social Media,16.54,0,237.17,Returning
2025-02-13,Afternoon,Around,In-store,112.73,2,173.93,Loyal
2025-02-14,Evening,Within,Email,47.5,6,471.27,Loyal
2024-12-17,Morning,Adult,Social Media,35.04,5,455.35,Loyal
2025-01-16,Morning,Theory,In-store,31.98,6,242.56,Loyal
2025-03-01,Afternoon,Culture,Influencer,38.14,3,248.9,Loyal
2024-12-05,Night,This,Social Media,127.32,0,72.26,Loyal
2025-04-18,Evening,Option,Email,101.13,10,325.64,Loyal
2024-11-07,Evening,Night,In-store,19.4,9,426.09,Loyal
2024-11-25,Morning,Certain,In-store,34.13,2,401.27,Loyal
2025-01-20,Morning,Friend,In-store,56.07,8,367.39,Returning
2024-12-19,Night,Someone,Email,57.46,4,431.22,Loyal
2025-04-09,Night,Direction,Social Media,28.91,7,24.89,Returning
2025-04-03,Night,Major,Social Media,26.52,5,229.69,New
2025-01-06,Night,Movie,Email,85.22,1,300.24,Loyal
2025-03-28,Afternoon,Describe,In-store,121.88,7,123.31,Returning
2025-03-03,Evening,Fight,Social Media,117.26,3,235.58,New
2025-03-28,Morning,If,In-store,54.12,0,261.3,Returning
2025-02-18,Afternoon,Natural,In-store,74.03,1,78.95,New
2025-01-21,Night,Indeed,In-store,37.83,10,404.82,New
2025-04-23,Afternoon,Administration,Email,84.27,3,363.35,Loyal
2024-11-17,Afternoon,First,In-store,132.03,9,111.33,Loyal
2025-02-03,Afternoon,Seem,In-store,146.83,1,155.97,New
2024-11-18,Morning,Star,Influencer,93.85,2,239.94,Returning
2025-01-24,Afternoon,Save,Influencer,140.17,9,30.22,Loyal
